Blender 4.5.9 LTS (hash 8bf95cbd38d1 built 2026-04-21 01:30:46)
Fra:14 Mem:81.18M (Peak 86.05M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Area
Fra:14 Mem:86.17M (Peak 86.18M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.003
Fra:14 Mem:86.18M (Peak 86.18M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Tire
Fra:14 Mem:86.19M (Peak 86.19M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.004
Fra:14 Mem:86.22M (Peak 86.22M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | 119 side marking.001
Fra:14 Mem:86.21M (Peak 86.22M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.005
Fra:14 Mem:86.27M (Peak 86.27M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.006
Fra:14 Mem:86.27M (Peak 86.27M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter latch.005
Fra:14 Mem:86.29M (Peak 86.29M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter latch
Fra:14 Mem:86.31M (Peak 86.31M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roller equipment shutter.001
Fra:14 Mem:86.34M (Peak 86.34M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.007
Fra:14 Mem:86.32M (Peak 86.34M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.041
Fra:14 Mem:86.36M (Peak 86.36M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.008
Fra:14 Mem:86.35M (Peak 86.36M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.009
Fra:14 Mem:86.39M (Peak 86.39M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.010
Fra:14 Mem:86.37M (Peak 86.39M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.040
Fra:14 Mem:86.42M (Peak 86.42M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.011
Fra:14 Mem:86.40M (Peak 86.42M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.012
Fra:14 Mem:86.44M (Peak 86.44M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.013
Fra:14 Mem:86.43M (Peak 86.44M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.039
Fra:14 Mem:86.46M (Peak 86.46M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter latch.001
Fra:14 Mem:86.45M (Peak 86.46M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roller equipment shutter.002
Fra:14 Mem:86.50M (Peak 86.50M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.014
Fra:14 Mem:86.48M (Peak 86.50M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.038
Fra:14 Mem:86.53M (Peak 86.53M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.015
Fra:14 Mem:86.51M (Peak 86.53M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.016
Fra:14 Mem:86.54M (Peak 86.54M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.017
Fra:14 Mem:86.53M (Peak 86.54M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.037
Fra:14 Mem:86.58M (Peak 86.58M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.018
Fra:14 Mem:86.56M (Peak 86.58M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.019
Fra:14 Mem:86.59M (Peak 86.59M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.020
Fra:14 Mem:86.58M (Peak 86.59M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.036
Fra:14 Mem:86.62M (Peak 86.62M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter latch.002
Fra:14 Mem:86.61M (Peak 86.62M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | 119 side marking
Fra:14 Mem:86.65M (Peak 86.65M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Cab side window.001
Fra:14 Mem:86.66M (Peak 86.66M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.035
Fra:14 Mem:86.69M (Peak 86.69M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Cab handle.001
Fra:14 Mem:86.71M (Peak 86.71M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Mirror arm.001
Fra:14 Mem:86.72M (Peak 86.72M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wing mirror.001
Fra:14 Mem:86.74M (Peak 86.74M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Safety stripe.001
Fra:14 Mem:86.73M (Peak 86.74M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roller equipment shutter.005
Fra:14 Mem:86.74M (Peak 86.74M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roller equipment shutter.003
Fra:14 Mem:86.77M (Peak 86.77M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.021
Fra:14 Mem:86.80M (Peak 86.80M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.022
Fra:14 Mem:86.78M (Peak 86.80M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter latch.004
Fra:14 Mem:86.79M (Peak 86.80M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.023
Fra:14 Mem:86.83M (Peak 86.83M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.024
Fra:14 Mem:86.84M (Peak 86.84M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.025
Fra:14 Mem:86.83M (Peak 86.84M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.034
Fra:14 Mem:86.85M (Peak 86.85M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.026
Fra:14 Mem:86.87M (Peak 86.87M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.027
Fra:14 Mem:86.89M (Peak 86.89M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter latch.003
Fra:14 Mem:86.89M (Peak 86.89M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.033
Fra:14 Mem:86.91M (Peak 86.91M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roller equipment shutter.004
Fra:14 Mem:86.91M (Peak 86.91M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.028
Fra:14 Mem:86.95M (Peak 86.95M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.029
Fra:14 Mem:86.93M (Peak 86.95M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.032
Fra:14 Mem:86.95M (Peak 86.95M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.030
Fra:14 Mem:86.96M (Peak 86.96M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Shutter rib.031
Fra:14 Mem:86.97M (Peak 86.97M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:14 Mem:60.02M (Peak 86.97M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:14 Mem:60.02M (Peak 86.97M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:14 Mem:60.02M (Peak 86.97M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:14 Mem:60.02M (Peak 86.97M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:14 Mem:60.11M (Peak 86.97M) | Time:00:00.09 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Procedurals
Fra:14 Mem:60.11M (Peak 86.97M) | Time:00:00.09 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Background
Fra:14 Mem:60.11M (Peak 86.97M) | Time:00:00.09 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Camera
Fra:14 Mem:60.11M (Peak 86.97M) | Time:00:00.09 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Meshes Flags
Fra:14 Mem:60.11M (Peak 86.97M) | Time:00:00.09 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Objects
Fra:14 Mem:60.11M (Peak 86.97M) | Time:00:00.09 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:14 Mem:60.27M (Peak 86.97M) | Time:00:00.09 | Mem:0.16M, Peak:0.16M | Scene, ViewLayer | Updating Particle Systems
Fra:14 Mem:60.27M (Peak 86.97M) | Time:00:00.09 | Mem:0.16M, Peak:0.16M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:14 Mem:60.27M (Peak 86.97M) | Time:00:00.09 | Mem:0.16M, Peak:0.16M | Scene, ViewLayer | Updating Meshes
Fra:14 Mem:60.27M (Peak 86.97M) | Time:00:00.09 | Mem:0.16M, Peak:0.16M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:14 Mem:60.27M (Peak 86.97M) | Time:00:00.09 | Mem:0.16M, Peak:0.16M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:14 Mem:61.32M (Peak 86.97M) | Time:00:00.09 | Mem:0.20M, Peak:0.20M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:14 Mem:61.24M (Peak 86.97M) | Time:00:00.09 | Mem:1.13M, Peak:1.13M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:14 Mem:61.25M (Peak 86.97M) | Time:00:00.09 | Mem:1.13M, Peak:1.13M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:14 Mem:61.25M (Peak 86.97M) | Time:00:00.09 | Mem:2.97M, Peak:2.97M | Scene, ViewLayer | Updating Scene BVH | Building BVH 0%
Fra:14 Mem:61.25M (Peak 86.97M) | Time:00:00.10 | Mem:5.16M, Peak:6.99M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:14 Mem:61.25M (Peak 86.97M) | Time:00:00.10 | Mem:5.16M, Peak:6.99M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:14 Mem:64.02M (Peak 86.97M) | Time:00:00.10 | Mem:5.16M, Peak:6.99M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:14 Mem:64.02M (Peak 86.97M) | Time:00:00.10 | Mem:7.93M, Peak:7.93M | Scene, ViewLayer | Updating Objects Flags
Fra:14 Mem:64.02M (Peak 86.97M) | Time:00:00.10 | Mem:7.94M, Peak:7.94M | Scene, ViewLayer | Updating Primitive Offsets
Fra:14 Mem:64.03M (Peak 86.97M) | Time:00:00.10 | Mem:7.94M, Peak:7.94M | Scene, ViewLayer | Updating Images
Fra:14 Mem:64.03M (Peak 86.97M) | Time:00:00.10 | Mem:7.94M, Peak:7.94M | Scene, ViewLayer | Updating Images | Loading Metal032_1K-JPG_Color.jpg
Fra:14 Mem:68.03M (Peak 86.97M) | Time:00:00.10 | Mem:7.94M, Peak:7.94M | Scene, ViewLayer | Updating Images | Loading Concrete031_1K-JPG_Color.jpg
Fra:14 Mem:72.04M (Peak 86.97M) | Time:00:00.11 | Mem:15.94M, Peak:15.94M | Scene, ViewLayer | Updating Camera Volume
Fra:14 Mem:72.04M (Peak 86.97M) | Time:00:00.11 | Mem:15.94M, Peak:15.94M | Scene, ViewLayer | Updating Lookup Tables
Fra:14 Mem:72.04M (Peak 86.97M) | Time:00:00.11 | Mem:16.02M, Peak:16.02M | Scene, ViewLayer | Updating Lights
Fra:14 Mem:72.04M (Peak 86.97M) | Time:00:00.11 | Mem:16.02M, Peak:16.02M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:14 Mem:72.04M (Peak 86.97M) | Time:00:00.11 | Mem:16.03M, Peak:16.03M | Scene, ViewLayer | Updating Integrator
Fra:14 Mem:72.04M (Peak 86.97M) | Time:00:00.11 | Mem:16.03M, Peak:16.03M | Scene, ViewLayer | Updating Film
Fra:14 Mem:72.05M (Peak 86.97M) | Time:00:00.11 | Mem:15.95M, Peak:16.03M | Scene, ViewLayer | Updating Lookup Tables
Fra:14 Mem:72.05M (Peak 86.97M) | Time:00:00.11 | Mem:16.03M, Peak:16.03M | Scene, ViewLayer | Updating Baking
Fra:14 Mem:72.05M (Peak 86.97M) | Time:00:00.11 | Mem:16.03M, Peak:16.03M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:14 Mem:72.06M (Peak 86.97M) | Time:00:00.11 | Mem:16.03M, Peak:16.03M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:14 Mem:72.06M (Peak 86.97M) | Time:00:00.11 | Mem:16.03M, Peak:16.03M | Scene, ViewLayer | Sample 0/24
Fra:14 Mem:300.10M (Peak 300.10M) | Time:00:01.20 | Remaining:00:25.11 | Mem:244.04M, Peak:244.04M | Scene, ViewLayer | Sample 1/24
Fra:14 Mem:396.10M (Peak 540.11M) | Time:00:34.19 | Mem:244.04M, Peak:244.04M | Scene, ViewLayer | Sample 24/24
Fra:14 Mem:396.10M (Peak 540.11M) | Time:00:34.19 | Mem:244.04M, Peak:244.04M | Scene, ViewLayer | Finished
Saved: '/Users/um-yunsang/CHOOGuard/art/blender/response-set-contact.png'
Time: 00:34.47 (Saving: 00:00.26)


FBX export starting... '/Users/um-yunsang/CHOOGuard/Assets/ChooGuard/Art/ResponseSet/BusanFacade.fbx'
export finished in 0.1861 sec.

FBX export starting... '/Users/um-yunsang/CHOOGuard/Assets/ChooGuard/Art/ResponseSet/HighSpeedCab.fbx'
export finished in 0.0345 sec.

FBX export starting... '/Users/um-yunsang/CHOOGuard/Assets/ChooGuard/Art/ResponseSet/HighSpeedCoach.fbx'
export finished in 0.0290 sec.

FBX export starting... '/Users/um-yunsang/CHOOGuard/Assets/ChooGuard/Art/ResponseSet/FireEngine119.fbx'
export finished in 0.0780 sec.

FBX export starting... '/Users/um-yunsang/CHOOGuard/Assets/ChooGuard/Art/ResponseSet/Ambulance119.fbx'
export finished in 0.0303 sec.
FBX version: 7700

FBX export starting... '/Users/um-yunsang/CHOOGuard/Assets/ChooGuard/Art/ResponseSet/CrewOperations.fbx'
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
(bpy.data.armatures['root'], 'POSE')
export finished in 1.5824 sec.
FBX version: 7700

FBX export starting... '/Users/um-yunsang/CHOOGuard/Assets/ChooGuard/Art/ResponseSet/CrewFire.fbx'
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
(bpy.data.armatures['root.001'], 'POSE')
export finished in 3.3202 sec.
FBX version: 7700

FBX export starting... '/Users/um-yunsang/CHOOGuard/Assets/ChooGuard/Art/ResponseSet/CrewMedical.fbx'
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
(bpy.data.armatures['root.002'], 'POSE')
export finished in 5.2596 sec.
Info: Saved as "response_set.blend"

Blender quit
